timestamp,target_value,item_id
2011-01-22 15:00:00,31.766441,1
2011-01-22 16:00:00,31.514442,1
2011-01-22 17:00:00,30.61444,1
2011-01-22 18:00:00,29.840443,1
2011-01-22 19:00:00,28.18444,1
2011-01-22 20:00:00,27.680443,1
2011-01-22 21:00:00,26.978443,1
2011-01-22 22:00:00,25.988441,1
2011-01-22 23:00:00,25.484442,1
2011-01-23 00:00:00,24.926441,1
2011-01-23 01:00:00,24.494442,1
2011-01-23 02:00:00,23.954441,1
2011-01-23 03:00:00,23.720442,1
2011-01-23 04:00:00,23.306442,1
2011-01-23 05:00:00,22.820442,1
2011-01-23 06:00:00,22.514442,1
2011-01-23 07:00:00,21.974442,1
2011-01-23 08:00:00,21.002441,1
2011-01-23 09:00:00,23.108442,1
2011-01-23 10:00:00,26.006441,1
2011-01-23 11:00:00,27.48244,1
2011-01-23 12:00:00,29.012442,1
2011-01-23 13:00:00,30.380442,1
2011-01-23 14:00:00,31.172441,1
2011-01-23 15:00:00,31.730442,1
2011-01-23 16:00:00,31.946442,1
2011-01-23 17:00:00,28.166443,1
2011-01-23 18:00:00,26.168442,1
2011-01-23 19:00:00,25.592442,1
2011-01-23 20:00:00,25.484442,1
2011-01-23 21:00:00,24.944443,1
2011-01-23 22:00:00,24.620441,1
2011-01-23 23:00:00,24.098442,1
2011-01-24 00:00:00,23.162441,1
2011-01-24 01:00:00,23.19844,1
2011-01-24 02:00:00,24.17044,1
2011-01-24 03:00:00,23.360443,1
2011-01-24 04:00:00,23.41444,1
2011-01-24 05:00:00,24.242441,1
2011-01-24 06:00:00,24.818441,1
2011-01-24 07:00:00,26.02444,1
2011-01-24 08:00:00,25.988441,1
2011-01-24 09:00:00,27.266441,1
2011-01-24 10:00:00,28.400442,1
2011-01-24 11:00:00,28.814442,1
2011-01-24 12:00:00,30.776442,1
2011-01-24 13:00:00,32.576443,1
2011-01-24 14:00:00,33.35044,1
2011-01-24 15:00:00,34.28644,1
2011-01-24 16:00:00,34.23244,1
2011-01-24 17:00:00,35.006443,1
2011-01-24 18:00:00,34.39444,1
2011-01-24 19:00:00,33.60244,1
2011-01-24 20:00:00,31.01044,1
2011-01-24 21:00:00,30.866442,1
2011-01-24 22:00:00,30.81244,1
2011-01-24 23:00:00,30.722443,1
2011-01-25 00:00:00,30.52444,1
2011-01-25 01:00:00,30.308441,1
2011-01-25 02:00:00,30.326443,1
2011-01-25 03:00:00,30.254442,1
2011-01-25 04:00:00,30.434443,1
2011-01-25 05:00:00,30.974442,1
2011-01-25 06:00:00,31.928442,1
2011-01-25 07:00:00,32.03644,1
2011-01-25 08:00:00,32.216442,1
2011-01-25 09:00:00,32.612442,1
2011-01-25 10:00:00,33.818443,1
2011-01-25 11:00:00,35.60044,1
2011-01-25 12:00:00,36.914444,1
2011-01-25 13:00:00,37.778442,1
2011-01-25 14:00:00,38.21044,1
2011-01-25 15:00:00,38.840443,1
2011-01-25 16:00:00,38.40844,1
2011-01-25 17:00:00,37.58044,1
2011-01-25 18:00:00,37.05844,1
2011-01-25 19:00:00,36.806442,1
2011-01-25 20:00:00,36.21244,1
2011-01-25 21:00:00,36.08644,1
2011-01-25 22:00:00,35.85244,1
2011-01-25 23:00:00,35.924442,1
2011-01-26 00:00:00,35.60044,1
2011-01-26 01:00:00,35.708443,1
2011-01-26 02:00:00,35.47444,1
2011-01-26 03:00:00,35.438442,1
2011-01-26 04:00:00,35.402443,1
2011-01-26 05:00:00,35.24044,1
2011-01-26 06:00:00,35.02444,1
2011-01-26 07:00:00,34.916443,1
2011-01-26 08:00:00,35.222443,1
2011-01-26 09:00:00,35.56444,1
2011-01-26 10:00:00,35.96044,1
2011-01-26 11:00:00,36.590443,1
2011-01-26 12:00:00,37.00444,1
2011-01-26 13:00:00,37.958443,1
2011-01-26 14:00:00,38.33644,1
2011-01-26 15:00:00,38.60644,1
2011-01-26 16:00:00,38.876442,1
2011-01-26 17:00:00,38.39044,1
2011-01-26 18:00:00,37.36444,1
2011-01-26 19:00:00,36.08644,1
2011-01-26 20:00:00,35.36644,1
2011-01-26 21:00:00,35.312443,1
2011-01-26 22:00:00,34.520443,1
2011-01-26 23:00:00,31.784441,1
2011-01-27 00:00:00,32.46844,1
2011-01-27 01:00:00,32.666443,1
2011-01-27 02:00:00,32.666443,1
2011-01-27 03:00:00,32.666443,1
2011-01-27 04:00:00,32.90044,1
2011-01-27 05:00:00,33.20644,1
2011-01-27 06:00:00,33.53044,1
2011-01-27 07:00:00,33.998444,1
2011-01-27 08:00:00,34.19644,1
2011-01-27 09:00:00,34.646442,1
2011-01-27 10:00:00,35.45644,1
2011-01-27 11:00:00,36.806442,1
2011-01-27 12:00:00,37.32844,1
2011-01-27 13:00:00,37.76044,1
2011-01-27 14:00:00,38.264442,1
2011-01-27 15:00:00,37.76044,1
2011-01-27 16:00:00,37.25644,1
2011-01-27 17:00:00,36.66244,1
2011-01-27 18:00:00,35.63644,1
2011-01-27 19:00:00,35.20444,1
2011-01-27 20:00:00,34.646442,1
2011-01-27 21:00:00,34.19644,1
2011-01-27 22:00:00,33.92644,1
2011-01-27 23:00:00,34.08844,1
2011-01-28 00:00:00,33.20644,1
2011-01-28 01:00:00,33.22444,1
2011-01-28 02:00:00,33.098442,1
2011-01-28 03:00:00,33.026443,1
2011-01-28 04:00:00,32.99044,1
2011-01-28 05:00:00,32.396442,1
2011-01-28 06:00:00,33.31444,1
2011-01-28 07:00:00,33.332443,1
2011-01-28 08:00:00,33.69244,1
2011-01-28 09:00:00,33.74644,1
2011-01-28 10:00:00,34.250443,1
2011-01-28 11:00:00,34.646442,1
2011-01-28 12:00:00,34.952442,1
2011-01-28 13:00:00,35.438442,1
2011-01-28 14:00:00,35.492443,1
2011-01-28 15:00:00,35.78044,1
2011-01-28 16:00:00,35.36644,1
2011-01-28 17:00:00,33.38644,1
2011-01-28 18:00:00,31.460442,1
2011-01-28 19:00:00,30.398441,1
2011-01-28 20:00:00,30.560442,1
2011-01-28 21:00:00,30.416443,1
2011-01-28 22:00:00,29.768442,1
2011-01-28 23:00:00,30.398441,1
2011-01-29 00:00:00,30.560442,1
2011-01-29 01:00:00,29.73244,1
2011-01-29 02:00:00,29.624441,1
2011-01-29 03:00:00,29.480442,1
2011-01-29 04:00:00,29.660442,1
2011-01-29 05:00:00,29.354443,1
2011-01-29 06:00:00,28.850441,1
2011-01-29 07:00:00,29.120441,1
2011-01-29 08:00:00,28.67044,1
2011-01-29 09:00:00,30.722443,1
